source,name,address,lat,lon,base_type,raw
OSM,초안산근린공원,,37.6481941,127.0412233,PARK,"{""leisure"": ""park"", ""name"": ""초안산근린공원""}"
OSM,초안산근린공원,,37.6480397,127.0455664,PARK,"{""leisure"": ""park"", ""name"": ""초안산근린공원""}"
OSM,꽃동네놀이터,,37.6506183,127.0229236,PARK,"{""leisure"": ""park"", ""name"": ""꽃동네놀이터""}"
OSM,사슴어린이공원,,37.6644421,127.0417568,PARK,"{""leisure"": ""park"", ""name"": ""사슴어린이공원""}"
OSM,뒷마을어린이공원,,37.6637434,127.0336224,PARK,"{""leisure"": ""park"", ""name"": ""뒷마을어린이공원""}"
OSM,달내어린이공원,,37.6427422,127.0352605,PARK,"{""leisure"": ""park"", ""name"": ""달내어린이공원""}"
OSM,창고개어린이공원,,37.6447278,127.0393326,PARK,"{""leisure"": ""park"", ""name"": ""창고개어린이공원""}"
OSM,다람쥐어린이공원,,37.6452033,127.0349319,PARK,"{""leisure"": ""park"", ""name"": ""다람쥐어린이공원""}"
OSM,창2동마을공원,,37.6412078,127.0362834,PARK,"{""leisure"": ""park"", ""name"": ""창2동마을공원""}"
OSM,꿈동산어린이공원,,37.6502196,127.0368189,PARK,"{""leisure"": ""park"", ""name"": ""꿈동산어린이공원""}"
OSM,미화어린이공원,,37.6550059,127.0396918,PARK,"{""leisure"": ""park"", ""name"": ""미화어린이공원""}"
OSM,중랑천 산책로,,37.6633547,127.0502728,FOOTWAY,"{""bicycle"": ""no"", ""highway"": ""footway"", ""name"": ""중랑천 산책로"", ""name:ja"": ""中浪川散策路"", ""surface"": ""asphalt"", ""width"": ""2""}"
OSM,중랑천 산책로,,37.6700791,127.0482495,FOOTWAY,"{""bridge"": ""yes"", ""highway"": ""footway"", ""layer"": ""1"", ""name"": ""중랑천 산책로"", ""surface"": ""asphalt"", ""width"": ""2""}"
OSM,중랑천 산책로,,37.672406,127.0485964,FOOTWAY,"{""bicycle"": ""no"", ""bridge"": ""yes"", ""highway"": ""footway"", ""layer"": ""1"", ""name"": ""중랑천 산책로"", ""surface"": ""asphalt""}"
OSM,중랑천 산책로,,37.6729751,127.0486691,FOOTWAY,"{""bicycle"": ""no"", ""highway"": ""footway"", ""name"": ""중랑천 산책로"", ""surface"": ""asphalt"", ""width"": ""2""}"
OSM,중랑천 산책로,,37.6794289,127.0505019,FOOTWAY,"{""bicycle"": ""no"", ""bridge"": ""yes"", ""highway"": ""footway"", ""layer"": ""1"", ""name"": ""중랑천 산책로"", ""surface"": ""asphalt"", ""width"": ""2""}"
OSM,중랑천 산책로,,37.660838,127.0509076,FOOTWAY,"{""bicycle"": ""no"", ""bridge"": ""yes"", ""highway"": ""footway"", ""layer"": ""1"", ""name"": ""중랑천 산책로"", ""surface"": ""asphalt"", ""width"": ""2""}"
OSM,중랑천 산책로,,37.6737331,127.0487914,FOOTWAY,"{""bicycle"": ""no"", ""highway"": ""footway"", ""name"": ""중랑천 산책로"", ""surface"": ""asphalt"", ""width"": ""2""}"
OSM,중랑천 산책로,,37.6735439,127.0487454,FOOTWAY,"{""bicycle"": ""no"", ""bridge"": ""yes"", ""highway"": ""footway"", ""layer"": ""1"", ""name"": ""중랑천 산책로"", ""surface"": ""asphalt"", ""width"": ""2""}"
OSM,중랑천 산책로,,37.6668995,127.0489856,FOOTWAY,"{""bicycle"": ""no"", ""highway"": ""footway"", ""name"": ""중랑천 산책로"", ""surface"": ""asphalt"", ""width"": ""2""}"
OSM,중랑천 산책로,,37.6658404,127.0495851,FOOTWAY,"{""bridge"": ""yes"", ""highway"": ""footway"", ""layer"": ""1"", ""name"": ""중랑천 산책로"", ""surface"": ""asphalt"", ""width"": ""2""}"
OSM,중랑천 산책로,,37.6507054,127.0543261,FOOTWAY,"{""bicycle"": ""no"", ""highway"": ""footway"", ""name"": ""중랑천 산책로"", ""surface"": ""asphalt"", ""width"": ""2""}"
OSM,중랑천 자전거길 출입로,,37.6840105,127.0517195,FOOTWAY,"{""bicycle"": ""yes"", ""crossing"": ""marked"", ""crossing:markings"": ""yes"", ""footway"": ""crossing"", ""highway"": ""footway"", ""name"": ""중랑천 자전거길 출입로"", ""surface"": ""asphalt""}"
OSM,중랑천 산책로,,37.6765868,127.0496531,FOOTWAY,"{""bicycle"": ""no"", ""footway"": ""sidewalk"", ""highway"": ""footway"", ""name"": ""중랑천 산책로"", ""surface"": ""asphalt"", ""width"": ""2""}"
OSM,중랑천 자전거길 출입로,,37.6816822,127.051083,FOOTWAY,"{""bicycle"": ""yes"", ""crossing"": ""marked"", ""crossing:markings"": ""yes"", ""footway"": ""crossing"", ""handrail"": ""yes"", ""highway"": ""footway"", ""lit"": ""yes"", ""name"": ""중랑천 자전거길 출입로"", ""surface"": ""asphalt""}"
OSM,도봉로170길,,37.6802395,127.047508,FOOTWAY,"{""bicycle"": ""yes"", ""crossing"": ""marked"", ""crossing:markings"": ""yes"", ""footway"": ""crossing"", ""highway"": ""footway"", ""name"": ""도봉로170길"", ""name:en"": ""Dobong-ro 170-gil"", ""name:ko"": ""도봉로170길"", ""surface"": ""asphalt"", ""width"": ""2""}"
OSM,갈대밭 어린이공원,,37.6743459,127.0458147,PARK,"{""leisure"": ""park"", ""name"": ""갈대밭 어린이공원""}"
OSM,도봉로,,37.6779409,127.0451871,FOOTWAY,"{""bicycle"": ""yes"", ""crossing"": ""marked"", ""crossing:markings"": ""yes"", ""footway"": ""crossing"", ""highway"": ""footway"", ""name"": ""도봉로"", ""name:en"": ""Dobong-ro"", ""name:ko"": ""도봉로"", ""surface"": ""asphalt"", ""width"": ""2""}"
OSM,도봉로,,37.6712619,127.0436423,FOOTWAY,"{""bicycle"": ""yes"", ""crossing"": ""marked"", ""crossing:markings"": ""yes"", ""footway"": ""crossing"", ""highway"": ""footway"", ""name"": ""도봉로"", ""name:en"": ""Dobong-ro"", ""name:ko"": ""도봉로"", ""surface"": ""asphalt"", ""width"": ""3""}"
OSM,도봉로,,37.6712579,127.0440838,FOOTWAY,"{""bicycle"": ""yes"", ""crossing"": ""marked"", ""crossing:markings"": ""yes"", ""footway"": ""crossing"", ""highway"": ""footway"", ""name"": ""도봉로"", ""name:en"": ""Dobong-ro"", ""name:ko"": ""도봉로"", ""surface"": ""asphalt"", ""width"": ""2""}"
OSM,도봉로,,37.6695801,127.0438186,FOOTWAY,"{""bicycle"": ""yes"", ""crossing"": ""marked"", ""crossing:markings"": ""yes"", ""footway"": ""crossing"", ""highway"": ""footway"", ""name"": ""도봉로"", ""name:en"": ""Dobong-ro"", ""name:ko"": ""도봉로"", ""surface"": ""asphalt"", ""width"": ""2""}"
OSM,도봉로,,37.6670437,127.0433713,FOOTWAY,"{""bicycle"": ""yes"", ""crossing"": ""uncontrolled"", ""crossing:markings"": ""yes"", ""footway"": ""crossing"", ""highway"": ""footway"", ""name"": ""도봉로"", ""name:en"": ""Dobong-ro"", ""name:ko"": ""도봉로"", ""surface"": ""asphalt"", ""width"": ""2""}"
OSM,도봉로,,37.6660791,127.0432225,FOOTWAY,"{""bicycle"": ""yes"", ""crossing"": ""uncontrolled"", ""crossing:markings"": ""yes"", ""footway"": ""crossing"", ""highway"": ""footway"", ""name"": ""도봉로"", ""name:en"": ""Dobong-ro"", ""name:ko"": ""도봉로"", ""surface"": ""asphalt"", ""width"": ""2""}"
OSM,중랑천 산책로,,37.6820118,127.0511762,FOOTWAY,"{""bicycle"": ""no"", ""footway"": ""sidewalk"", ""highway"": ""footway"", ""name"": ""중랑천 산책로"", ""surface"": ""asphalt"", ""width"": ""2""}"
OSM,중랑천 산책로,,37.6712378,127.0484233,FOOTWAY,"{""access"": ""no"", ""bicycle"": ""no"", ""foot"": ""designated"", ""highway"": ""footway"", ""name"": ""중랑천 산책로"", ""surface"": ""asphalt"", ""width"": ""2""}"
OSM,도봉산역,,37.6891914,127.0466943,FOOTWAY,"{""highway"": ""footway"", ""lit"": ""yes"", ""name"": ""도봉산역"", ""surface"": ""paving_stones"", ""width"": ""3""}"
OSM,북한산 아이파크 공원,,37.6578849,127.0437438,PARK,"{""leisure"": ""park"", ""name"": ""북한산 아이파크 공원""}"
OSM,금성윗들 소공원,,37.6676648,127.0447755,PARK,"{""addr:city"": ""서울특별시"", ""addr:district"": ""도봉구"", ""addr:postcode"": ""01332"", ""addr:street"": ""도봉로150마길"", ""leisure"": ""park"", ""name"": ""금성윗들 소공원""}"
OSM,북한산둘레길 18구간 도봉옛길,,37.6844497,127.0300981,FOOTWAY,"{""bicycle"": ""no"", ""handrail"": ""yes"", ""highway"": ""footway"", ""name"": ""북한산둘레길 18구간 도봉옛길"", ""sac_scale"": ""hiking"", ""surface"": ""wood"", ""width"": ""1.6""}"
OSM,중랑천 산책로,,37.6689801,127.0483376,FOOTWAY,"{""bicycle"": ""no"", ""highway"": ""footway"", ""name"": ""중랑천 산책로"", ""surface"": ""asphalt"", ""width"": ""2""}"
OSM,가을단풍길 (중랑천변길),,37.6751019,127.0492313,FOOTWAY,"{""bicycle"": ""dismount"", ""highway"": ""footway"", ""lit"": ""yes"", ""name"": ""가을단풍길 (중랑천변길)"", ""name:ko"": ""가을단풍길 (중랑천변길)"", ""oneway"": ""no"", ""surface"": ""ground"", ""width"": ""3""}"
OSM,노해로66길,,37.6466511,127.0499625,FOOTWAY,"{""highway"": ""footway"", ""name"": ""노해로66길"", ""name:en"": ""Nohae-ro 66-gil"", ""name:ko"": ""노해로66길""}"
OSM,다락원 체육공원,,37.6921713,127.0476263,PARK,"{""leisure"": ""park"", ""name"": ""다락원 체육공원"", ""name:ko"": ""다락원 체육공원""}"
OSM,중랑천 산책로,,37.679887,127.0506121,FOOTWAY,"{""bicycle"": ""no"", ""bridge"": ""yes"", ""footway"": ""sidewalk"", ""highway"": ""footway"", ""layer"": ""1"", ""name"": ""중랑천 산책로"", ""surface"": ""asphalt"", ""width"": ""2""}"
OSM,중랑천 산책로,,37.679679,127.0505523,FOOTWAY,"{""bicycle"": ""no"", ""footway"": ""sidewalk"", ""highway"": ""footway"", ""name"": ""중랑천 산책로"", ""surface"": ""asphalt"", ""width"": ""2""}"
OSM,중랑천 산책로,,37.6584996,127.0521111,FOOTWAY,"{""bicycle"": ""no"", ""highway"": ""footway"", ""name"": ""중랑천 산책로"", ""surface"": ""asphalt"", ""width"": ""2""}"
OSM,중랑천 산책로,,37.6561741,127.0533312,FOOTWAY,"{""bicycle"": ""no"", ""bridge"": ""yes"", ""highway"": ""footway"", ""layer"": ""1"", ""name"": ""중랑천 산책로"", ""surface"": ""asphalt"", ""width"": ""2""}"
OSM,도봉로,,37.6696535,127.0438397,FOOTWAY,"{""bicycle"": ""yes"", ""footway"": ""sidewalk"", ""highway"": ""footway"", ""name"": ""도봉로"", ""name:en"": ""Dobong-ro"", ""name:ko"": ""도봉로"", ""surface"": ""asphalt"", ""width"": ""2""}"
OSM,개나리어린이공원,,37.6673447,127.0371253,PARK,"{""leisure"": ""park"", ""name"": ""개나리어린이공원""}"
OSM,북한산둘레길 18코스 도봉옛길 (무장애 탐방구간),,37.6838518,127.0305088,FOOTWAY,"{""bicycle"": ""no"", ""handrail"": ""yes"", ""highway"": ""footway"", ""name"": ""북한산둘레길 18코스 도봉옛길 (무장애 탐방구간)"", ""sac_scale"": ""hiking"", ""surface"": ""wood"", ""width"": ""1.6""}"
OSM,[북한산둘레길] 20구간 왕실묘역길,,37.6615332,127.0153041,FOOTWAY,"{""bicycle"": ""yes"", ""footway"": ""sidewalk"", ""highway"": ""footway"", ""name"": ""[북한산둘레길] 20구간 왕실묘역길"", ""surface"": ""paving_stones"", ""width"": ""2""}"
OSM,[북한산둘레길] 20구간 왕실묘역길,,37.6614771,127.0158533,FOOTWAY,"{""bicycle"": ""yes"", ""footway"": ""sidewalk"", ""highway"": ""footway"", ""name"": ""[북한산둘레길] 20구간 왕실묘역길"", ""surface"": ""paving_stones"", ""width"": ""2""}"
OSM,평화도봉공원,,37.6631453,127.0421286,PARK,"{""leisure"": ""park"", ""name"": ""평화도봉공원""}"
OSM,북한산둘레길,,37.6689746,127.0241304,HIKING,"{""name"": ""북한산둘레길"", ""route"": ""hiking"", ""type"": ""route""}"
OSM,북한산둘레길,,37.7035815,127.0061364,HIKING,"{""name"": ""북한산둘레길"", ""name:en"": ""Bukhansan Dulle-gil"", ""name:ko"": ""북한산둘레길"", ""operator"": ""북한산국립공원관리공단"", ""route"": ""hiking"", ""type"": ""route""}"
OSM,[북한산둘레길] 17구간 다락원길,,37.7008254,127.0419233,HIKING,"{""from"": ""원도봉입구"", ""name"": ""[북한산둘레길] 17구간 다락원길"", ""route"": ""hiking"", ""to"": ""다락원"", ""type"": ""route""}"
OSM,[북한산둘레길] 18구간 도봉옛길,,37.6852087,127.0344615,HIKING,"{""name"": ""[북한산둘레길] 18구간 도봉옛길"", ""route"": ""hiking"", ""type"": ""route""}"
OSM,[북한산둘레길] 19구간 방학동길,,37.6693503,127.0287522,HIKING,"{""name"": ""[북한산둘레길] 19구간 방학동길"", ""route"": ""hiking"", ""type"": ""route""}"
OSM,서울둘레길 1코스 수락-불암산코스,,37.6551996,127.0696555,HIKING,"{""fixme"": ""Should be splitted to courses 1, 2 and 3 according to new 21-courses splitting scheme, started in 04.2024"", ""from"": ""도봉산역"", ""name"": ""서울둘레길 1코스 수락-불암산코스"", ""name:en"": ""[Seoul Trail] Courses 1, 2, 3"", ""name:ko"": ""서울둘레길 1코스 수락-불암산코스"", ""network"": ""lwn"", ""operator"": ""서울시"", ""route"": ""hiking"", ""to"": ""철쭉동산"", ""type"": ""route""}"
OSM,한북정맥,,37.9279554,127.1271416,HIKING,"{""name"": ""한북정맥"", ""name:en"": ""Hanbuk Jeongmaek"", ""name:ko"": ""한북정맥"", ""name:ko-Hani"": ""漢北正脈"", ""name:ko-Latn"": ""Hanbuk Jeongmaek"", ""name:zh"": ""漢北正脈"", ""network"": ""nwn"", ""route"": ""hiking"", ""type"": ""route"", ""website"": ""http://www.openbaekdudaegan.org""}"
OSM,[서울둘레길] 21코스 / 북한산 도봉코스,,37.675187,127.0296383,HIKING,"{""distance"": ""7.3 km"", ""name"": ""[서울둘레길] 21코스 / 북한산 도봉코스"", ""name:en"": ""[Seoul Trail] Course 21 / Bukhansan Dobong Course"", ""name:ko"": ""[서울둘레길] 21코스 / 북한산 도봉코스"", ""network"": ""lwn"", ""ref"": ""21"", ""roundtrip"": ""no"", ""route"": ""hiking"", ""survey:date"": ""2024-04-17"", ""type"": ""route""}"
