name,lat,lon,base_type,top_category,sub_category,raw_tags,osm_type,osm_id
창4동새마을문고,37.652259,127.051481,도서관,느좋,작은도서관,"{""amenity"": ""library"", ""name"": ""창4동새마을문고"", ""name:en"": ""Chang 4 Dongsae Village Library"", ""name:ko"": ""창4동새마을문고"", ""name:ko-Latn"": ""Chang 4 Dongsaemaeulmungo"", ""ncat"": ""도서관"", ""source"": ""http://kr.open.gugi.yahoo.com""}",node,368652872
쌍둥이전망대,37.6738479,127.0292746,전망/명소,느좋,전망대,"{""access"": ""yes"", ""direction"": ""0-360"", ""name"": ""쌍둥이전망대"", ""name:en"": ""Ssangdungi Observatory"", ""name:ko"": ""쌍둥이전망대"", ""tourism"": ""viewpoint""}",node,7875104138
신선대,37.6986404,127.0150277,전망/명소,느좋,전망대,"{""ele"": ""726"", ""name"": ""신선대"", ""name:en"": ""Sinseondae"", ""name:ko"": ""신선대"", ""name:ko-Latn"": ""Sinseondae"", ""tourism"": ""viewpoint"", ""wpt_description"": ""비선대""}",node,4426352081
마당바위,37.6941013,127.0171312,전망/명소,느좋,전망대,"{""ele"": ""454"", ""name"": ""마당바위"", ""name:en"": ""Madang Rock"", ""name:ko"": ""마당바위"", ""name:ko-Latn"": ""Madangbawi"", ""tourism"": ""attraction""}",node,444246094
전망대,37.7009803,127.0158483,전망/명소,느좋,전망대,"{""name"": ""전망대"", ""name:en"": ""Observatory"", ""tourism"": ""viewpoint""}",node,11829687183
방학1동문고,37.664246,127.040617,도서관,느좋,작은도서관,"{""amenity"": ""library"", ""name"": ""방학1동문고"", ""name:en"": ""Banghak 1 Dong Library"", ""name:ko"": ""방학1동문고"", ""name:ko-Latn"": ""Banghak 1 Dongmungo"", ""ncat"": ""도서관"", ""source"": ""http://kr.open.gugi.yahoo.com""}",node,368654749
방학2동문고,37.668283,127.034999,도서관,느좋,작은도서관,"{""amenity"": ""library"", ""name"": ""방학2동문고"", ""name:en"": ""Banghak 2 Dong Library"", ""name:ko"": ""방학2동문고"", ""name:ko-Latn"": ""Banghak 2 Dongmungo"", ""ncat"": ""도서관"", ""source"": ""http://kr.open.gugi.yahoo.com""}",node,368654755
도봉2동문고,37.66971,127.046498,도서관,느좋,작은도서관,"{""amenity"": ""library"", ""name"": ""도봉2동문고"", ""name:en"": ""Dobong 2 Dong Library"", ""name:ko"": ""도봉2동문고"", ""name:ko-Latn"": ""Dobong 2 Dongmungo"", ""ncat"": ""도서관"", ""source"": ""http://kr.open.gugi.yahoo.com""}",node,368654740
서울둘레길8코스북한산6스탬프,37.6860937,127.0363943,전망/명소,느좋,전망대,"{""amenity"": ""post_box"", ""hiking"": ""yes"", ""name"": ""서울둘레길8코스북한산6스탬프"", ""name:en"": ""[Seoul Trail] Stamp Deck"", ""tourism"": ""attraction""}",node,11664400297
다람쥐어린이공원,37.6452033,127.0349319,공원/정원,느좋,근린공원/정원,"{""leisure"": ""park"", ""name"": ""다람쥐어린이공원""}",way,701304222
꽃동네놀이터,37.6506183,127.0229236,공원/정원,느좋,근린공원/정원,"{""leisure"": ""park"", ""name"": ""꽃동네놀이터""}",way,504904772
둥근달 공원,37.6496724,127.030172,공원/정원,느좋,근린공원/정원,"{""leisure"": ""park"", ""name"": ""둥근달 공원""}",way,471310812
발바닥공원,37.6594342,127.0304218,공원/정원,느좋,근린공원/정원,"{""leisure"": ""park"", ""name"": ""발바닥공원""}",way,484699402
창3동 마을마당,37.6331229,127.0414134,공원/정원,느좋,근린공원/정원,"{""leisure"": ""park"", ""name"": ""창3동 마을마당""}",way,1444392897
물방울 어린이공원,37.6376621,127.0412331,공원/정원,느좋,근린공원/정원,"{""leisure"": ""park"", ""name"": ""물방울 어린이공원""}",way,414742420
창골 어린이 공원,37.6431385,127.048262,공원/정원,느좋,근린공원/정원,"{""leisure"": ""park"", ""name"": ""창골 어린이 공원""}",way,481521646
초안산근린공원,37.6481941,127.0412233,공원/정원,느좋,근린공원/정원,"{""leisure"": ""park"", ""name"": ""초안산근린공원""}",way,485045394
초안산근린공원,37.6480397,127.0455664,공원/정원,느좋,근린공원/정원,"{""leisure"": ""park"", ""name"": ""초안산근린공원""}",way,485051338
달내어린이공원,37.6427422,127.0352605,공원/정원,느좋,근린공원/정원,"{""leisure"": ""park"", ""name"": ""달내어린이공원""}",way,701304220
창고개어린이공원,37.6447278,127.0393326,공원/정원,느좋,근린공원/정원,"{""leisure"": ""park"", ""name"": ""창고개어린이공원""}",way,701304221
창2동마을공원,37.6412078,127.0362834,공원/정원,느좋,근린공원/정원,"{""leisure"": ""park"", ""name"": ""창2동마을공원""}",way,701304223
초안산근린공원,37.6453121,127.0448273,공원/정원,느좋,근린공원/정원,"{""leisure"": ""park"", ""name"": ""초안산근린공원""}",way,469073065
월천근린공원,37.6475652,127.0508697,공원/정원,느좋,근린공원/정원,"{""leisure"": ""park"", ""name"": ""월천근린공원""}",way,474937205
중랑천 산책로,37.6507054,127.0543261,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""footway"", ""name"": ""중랑천 산책로"", ""surface"": ""asphalt"", ""width"": ""2""}",way,702247707
초안산 숲속 공원,37.6447704,127.0493514,공원/정원,느좋,근린공원/정원,"{""leisure"": ""park"", ""name"": ""초안산 숲속 공원""}",way,481521642
창골마을 붕붕도서관,37.6445918,127.049188,도서관,느좋,작은도서관,"{""amenity"": ""library"", ""building"": ""yes"", ""name"": ""창골마을 붕붕도서관""}",way,481521645
노해로66길,37.6466511,127.0499625,산책로/둘레길,느좋,둘레길/숲길,"{""highway"": ""footway"", ""name"": ""노해로66길"", ""name:en"": ""Nohae-ro 66-gil"", ""name:ko"": ""노해로66길""}",way,973014590
꿈동산어린이공원,37.6502196,127.0368189,공원/정원,느좋,근린공원/정원,"{""leisure"": ""park"", ""name"": ""꿈동산어린이공원""}",way,701304224
I'PARK 공원,37.6601938,127.045378,공원/정원,느좋,근린공원/정원,"{""leisure"": ""park"", ""name"": ""I'PARK 공원"", ""name:en"": ""I'PARK Apartment Park""}",way,470211696
도당로2길,37.6588135,127.0385914,산책로/둘레길,느좋,둘레길/숲길,"{""highway"": ""footway"", ""name"": ""도당로2길"", ""name:en"": ""Dodang-ro 2-gil"", ""name:ko"": ""도당로2길"", ""surface"": ""paved""}",way,381344677
도봉로139길,37.6597482,127.0376366,산책로/둘레길,느좋,둘레길/숲길,"{""highway"": ""footway"", ""name"": ""도봉로139길"", ""name:en"": ""Dobong-ro 139-gil"", ""name:ko"": ""도봉로139길"", ""surface"": ""paved""}",way,484471787
도봉로139길,37.6602135,127.0376434,산책로/둘레길,느좋,둘레길/숲길,"{""highway"": ""footway"", ""name"": ""도봉로139길"", ""name:en"": ""Dobong-ro 139-gil"", ""name:ko"": ""도봉로139길"", ""surface"": ""paved""}",way,484471788
미화어린이공원,37.6550059,127.0396918,공원/정원,느좋,근린공원/정원,"{""leisure"": ""park"", ""name"": ""미화어린이공원""}",way,701304225
북한산 아이파크 공원,37.6578849,127.0437438,공원/정원,느좋,근린공원/정원,"{""leisure"": ""park"", ""name"": ""북한산 아이파크 공원""}",way,775600720
중랑천 산책로,37.6584996,127.0521111,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""footway"", ""name"": ""중랑천 산책로"", ""surface"": ""asphalt"", ""width"": ""2""}",way,1195239480
도봉어린이문화정보도서관,37.6589963,127.0494796,도서관,느좋,작은도서관,"{""amenity"": ""library"", ""building"": ""yes"", ""name"": ""도봉어린이문화정보도서관""}",way,474937195
중랑천 산책로,37.6561741,127.0533312,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""bridge"": ""yes"", ""highway"": ""footway"", ""layer"": ""1"", ""name"": ""중랑천 산책로"", ""surface"": ""asphalt"", ""width"": ""2""}",way,1195239482
간이다리,37.6612497,127.0146658,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""yes"", ""bridge"": ""yes"", ""highway"": ""footway"", ""layer"": ""1"", ""motor_vehicle"": ""yes"", ""name"": ""간이다리""}",way,357582188
[북한산둘레길] 20구간 왕실묘역길,37.6615332,127.0153041,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""yes"", ""footway"": ""sidewalk"", ""highway"": ""footway"", ""name"": ""[북한산둘레길] 20구간 왕실묘역길"", ""surface"": ""paving_stones"", ""width"": ""2""}",way,1273324905
[북한산둘레길] 20구간 왕실묘역길,37.6621155,127.0209541,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""name"": ""[북한산둘레길] 20구간 왕실묘역길"", ""surface"": ""earth"", ""width"": ""1""}",way,823193767
[북한산둘레길] 20구간 왕실묘역길,37.6617165,127.0169296,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""name"": ""[북한산둘레길] 20구간 왕실묘역길"", ""surface"": ""earth"", ""width"": ""1""}",way,1273319779
[북한산둘레길] 20구간 왕실묘역길,37.6616225,127.0166163,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""name"": ""[북한산둘레길] 20구간 왕실묘역길"", ""surface"": ""earth"", ""width"": ""1""}",way,1273319818
[북한산둘레길] 20구간 왕실묘역길,37.6619924,127.0189205,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""name"": ""[북한산둘레길] 20구간 왕실묘역길"", ""surface"": ""earth"", ""width"": ""1""}",way,1273319851
비법정탐방로,37.6675053,127.0228211,산책로/둘레길,느좋,둘레길/숲길,"{""access"": ""no"", ""bicycle"": ""no"", ""foot"": ""no"", ""highway"": ""path"", ""name"": ""비법정탐방로"", ""name:en"": ""Restricted trail"", ""name:ko"": ""비법정탐방로""}",way,1273319816
[북한산둘레길] 20구간 왕실묘역길,37.6614771,127.0158533,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""yes"", ""footway"": ""sidewalk"", ""highway"": ""footway"", ""name"": ""[북한산둘레길] 20구간 왕실묘역길"", ""surface"": ""paving_stones"", ""width"": ""2""}",way,1273324906
북한산둘레길 19구간 방학동길,37.6656409,127.0260826,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""name"": ""북한산둘레길 19구간 방학동길"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1""}",way,880356052
북한산둘레길 19구간 방학동길,37.6638234,127.0261662,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""name"": ""북한산둘레길 19구간 방학동길"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1""}",way,1273319755
북한산둘레길 19구간 방학동길,37.6643738,127.0260357,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""name"": ""북한산둘레길 19구간 방학동길"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1""}",way,1273319771
북한산둘레길 19구간 방학동길,37.6667676,127.0262423,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""hiking"": ""yes"", ""name"": ""북한산둘레길 19구간 방학동길"", ""sac_scale"": ""hiking"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1.2""}",way,1273319773
북한산둘레길 19구간 방학동길,37.666653,127.0262395,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""hiking"": ""yes"", ""name"": ""북한산둘레길 19구간 방학동길"", ""sac_scale"": ""hiking"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1.2""}",way,1273319795
북한산둘레길 19구간 방학동길,37.6648017,127.0259689,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""name"": ""북한산둘레길 19구간 방학동길"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1""}",way,1273319807
북한산둘레길 19구간 방학동길,37.6633035,127.0255709,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""name"": ""북한산둘레길 19구간 방학동길"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1""}",way,1273319849
북한산둘레길 19구간 방학동길,37.6624172,127.0247555,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""name"": ""북한산둘레길 19구간 방학동길"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1""}",way,1273319871
북한산둘레길 19구간 방학동길,37.6627749,127.0249707,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""name"": ""북한산둘레길 19구간 방학동길"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1""}",way,1273319876
뒷마을어린이공원,37.6637434,127.0336224,공원/정원,느좋,근린공원/정원,"{""leisure"": ""park"", ""name"": ""뒷마을어린이공원""}",way,697320259
북한산둘레길 19구간 방학동길,37.673278,127.0261043,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""hiking"": ""yes"", ""name"": ""북한산둘레길 19구간 방학동길"", ""sac_scale"": ""hiking"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1.2""}",way,1273319794
북한산둘레길 19구간 방학동길,37.6668506,127.0262935,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""hiking"": ""yes"", ""name"": ""북한산둘레길 19구간 방학동길"", ""sac_scale"": ""hiking"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1.2""}",way,1273319820
북한산둘레길 19구간 방학동길,37.6739461,127.0294638,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""hiking"": ""yes"", ""name"": ""북한산둘레길 19구간 방학동길"", ""sac_scale"": ""hiking"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1.2""}",way,1273319834
비법정탐방로,37.6723238,127.0331239,산책로/둘레길,느좋,둘레길/숲길,"{""access"": ""no"", ""bicycle"": ""no"", ""foot"": ""no"", ""highway"": ""path"", ""name"": ""비법정탐방로"", ""name:en"": ""Restricted trail"", ""name:ko"": ""비법정탐방로""}",way,1273319857
북한산둘레길 19구간 방학동길,37.6702872,127.0268213,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""bridge"": ""yes"", ""highway"": ""path"", ""hiking"": ""yes"", ""name"": ""북한산둘레길 19구간 방학동길"", ""sac_scale"": ""hiking"", ""surface"": ""wood"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1.2""}",way,1273319769
북한산둘레길 19구간 방학동길,37.6715011,127.0265107,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""hiking"": ""yes"", ""name"": ""북한산둘레길 19구간 방학동길"", ""sac_scale"": ""hiking"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1.2""}",way,1273319774
북한산둘레길 19구간 방학동길,37.6694432,127.0268827,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""hiking"": ""yes"", ""name"": ""북한산둘레길 19구간 방학동길"", ""sac_scale"": ""hiking"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1.2""}",way,1273319776
북한산둘레길 19구간 방학동길,37.6732603,127.0270259,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""hiking"": ""yes"", ""name"": ""북한산둘레길 19구간 방학동길"", ""sac_scale"": ""hiking"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1.2""}",way,1273319783
북한산둘레길 19구간 방학동길,37.6713539,127.0265092,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""hiking"": ""yes"", ""name"": ""북한산둘레길 19구간 방학동길"", ""sac_scale"": ""hiking"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1.2""}",way,1273319785
북한산둘레길 19구간 방학동길,37.6726577,127.0258145,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""hiking"": ""yes"", ""name"": ""북한산둘레길 19구간 방학동길"", ""sac_scale"": ""hiking"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1.2""}",way,1273319789
북한산둘레길 19구간 방학동길,37.6711937,127.0264793,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""hiking"": ""yes"", ""name"": ""북한산둘레길 19구간 방학동길"", ""sac_scale"": ""hiking"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1.2""}",way,1273319798
북한산둘레길 19구간 방학동길,37.6690012,127.0271696,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""hiking"": ""yes"", ""name"": ""북한산둘레길 19구간 방학동길"", ""sac_scale"": ""hiking"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1.2""}",way,1273319808
북한산둘레길 19구간 방학동길,37.6709489,127.026572,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""hiking"": ""yes"", ""name"": ""북한산둘레길 19구간 방학동길"", ""sac_scale"": ""hiking"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1.2""}",way,1273319812
북한산둘레길 19구간 방학동길,37.6719408,127.0263844,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""hiking"": ""yes"", ""name"": ""북한산둘레길 19구간 방학동길"", ""sac_scale"": ""hiking"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1.2""}",way,1273319813
북한산둘레길 19구간 방학동길,37.6685284,127.0276017,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""hiking"": ""yes"", ""name"": ""북한산둘레길 19구간 방학동길"", ""sac_scale"": ""hiking"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1.2""}",way,1273319814
북한산둘레길 19구간 방학동길,37.672416,127.0260234,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""hiking"": ""yes"", ""name"": ""북한산둘레길 19구간 방학동길"", ""sac_scale"": ""hiking"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1.2""}",way,1273319815
북한산둘레길 19구간 방학동길,37.6671823,127.0266233,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""bridge"": ""yes"", ""highway"": ""path"", ""hiking"": ""yes"", ""name"": ""북한산둘레길 19구간 방학동길"", ""sac_scale"": ""hiking"", ""surface"": ""wood"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1.2""}",way,1273319819
북한산둘레길 19구간 방학동길,37.6727383,127.0256406,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""hiking"": ""yes"", ""name"": ""북한산둘레길 19구간 방학동길"", ""sac_scale"": ""hiking"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1.2""}",way,1273319821
북한산둘레길 19구간 방학동길,37.6701235,127.0268813,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""hiking"": ""yes"", ""name"": ""북한산둘레길 19구간 방학동길"", ""sac_scale"": ""hiking"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1.2""}",way,1273319823
북한산둘레길 19구간 방학동길,37.6721724,127.0262034,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""hiking"": ""yes"", ""name"": ""북한산둘레길 19구간 방학동길"", ""sac_scale"": ""hiking"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1.2""}",way,1273319826
북한산둘레길 19구간 방학동길,37.6685363,127.027912,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""hiking"": ""yes"", ""name"": ""북한산둘레길 19구간 방학동길"", ""sac_scale"": ""hiking"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1.2""}",way,1273319829
북한산둘레길 19구간 방학동길,37.6678057,127.0274562,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""hiking"": ""yes"", ""name"": ""북한산둘레길 19구간 방학동길"", ""sac_scale"": ""hiking"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1.2""}",way,1273319835
북한산둘레길 19구간 방학동길,37.6669187,127.0263732,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""hiking"": ""yes"", ""name"": ""북한산둘레길 19구간 방학동길"", ""sac_scale"": ""hiking"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1.2""}",way,1273319838
북한산둘레길 19구간 방학동길,37.6686183,127.0274805,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""highway"": ""path"", ""hiking"": ""yes"", ""name"": ""북한산둘레길 19구간 방학동길"", ""sac_scale"": ""hiking"", ""surface"": ""earth"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1.2""}",way,1273319839
북한산둘레길 19구간 방학동길,37.669949,127.0268885,산책로/둘레길,느좋,둘레길/숲길,"{""bicycle"": ""no"", ""bridge"": ""yes"", ""highway"": ""path"", ""hiking"": ""yes"", ""name"": ""북한산둘레길 19구간 방학동길"", ""sac_scale"": ""hiking"", ""surface"": ""wood"", ""website"": ""https://www.knps.or.kr/portal/dulegil/bukhansan/course19.do"", ""width"": ""1.2""}",way,1273319840
